label,content,clean,norm,stop,token,stem
positif,terima kasih are you terbest toko pedia terima kasih banyak,terima kasih are you terbest toko pedia terima kasih banyak, terima kasih are you terbest toko pedia terima kasih banyak , terima kasih are you terbest toko pedia terima kasih ,"['terima', 'kasih', 'are', 'you', 'terbest', 'toko', 'pedia', 'terima', 'kasih']",terima kasih are you terbest toko dia terima kasih
negatif,"susah belanja di sini, gratis ongkir gak jelas, ingin tanya ke CS yg jawab robot terus, jelek bgt",susah belanja di sini gratis ongkir gak jelas ingin tanya ke cs yg jawab robot terus jelek bgt, susah belanja di sini gratis ongkir tidak jelas ingin tanya ke cs yang jawab robot terus jelek bgt , susah belanja sini gratis ongkir jelas tanya cs jawab robot terus jelek bgt ,"['susah', 'belanja', 'sini', 'gratis', 'ongkir', 'jelas', 'tanya', 'cs', 'jawab', 'robot', 'terus', 'jelek', 'bgt']",susah belanja sini gratis ongkir jelas tanya cs jawab robot terus jelek bgt
netral,giman Bos app abis di updat malah gak bisa dibuka,giman bos app abis di updat malah gak bisa dibuka, giman bos app abis di updat malah tidak bisa dibuka , giman bos app abis updat malah bisa dibuka ,"['giman', 'bos', 'app', 'abis', 'updat', 'malah', 'bisa', 'dibuka']",gim bos app abis updat malah bisa buka
positif,proses yang sangat mudah dan cepat,proses yang sangat mudah dan cepat, proses yang sangat mudah dan cepat , proses sangat mudah cepat ,"['proses', 'sangat', 'mudah', 'cepat']",proses sangat mudah cepat
positif,mantap...,mantap, mantap , mantap ,['mantap'],mantap
positif,trimakasih layanannya bagus,trimakasih layanannya bagus, trimakasih layanannya bagus , trimakasih layanannya bagus ,"['trimakasih', 'layanannya', 'bagus']",trimakasih layan bagus
positif,Mantap Tokopedia 9.9 Gas cuk,mantap tokopedia 99 gas cuk, mantap tokopedia 99 gas cuk , mantap tokopedia 99 gas cuk ,"['mantap', 'tokopedia', '99', 'gas', 'cuk']",mantap tokopedia 99 gas cuk
netral,oprasi tahap tingkat lanjut,oprasi tahap tingkat lanjut, oprasi tahap tingkat lanjut , oprasi tahap tingkat lanjut ,"['oprasi', 'tahap', 'tingkat', 'lanjut']",oprasi tahap tingkat lanjut
positif,Toko pedia terpercaya dan ada gratis onkir..saya rekomendasikan buat beli di Toko pedia...terima kasih Toko pedia,toko pedia terpercaya dan ada gratis onkirsaya rekomendasikan buat beli di toko pediaterima kasih toko pedia, toko pedia terpercaya dan ada gratis onkirsaya rekomendasikan buat beli di toko pediaterima kasih toko pedia , toko pedia terpercaya ada gratis onkirsaya rekomendasikan buat beli toko pediaterima kasih toko pedia ,"['toko', 'pedia', 'terpercaya', 'ada', 'gratis', 'onkirsaya', 'rekomendasikan', 'buat', 'beli', 'toko', 'pediaterima', 'kasih', 'toko', 'pedia']",toko dia percaya ada gratis onkirsaya rekomendasi buat beli toko pediaterima kasih toko dia
positif,Aplikasi yang sangat membantu utk pembelian keluarga saya. Terima kasih Tokopedia.,aplikasi yang sangat membantu utk pembelian keluarga saya terima kasih tokopedia, aplikasi yang sangat membantu utk pembelian keluarga saya terima kasih tokopedia , aplikasi sangat membantu utk pembelian keluarga terima kasih tokopedia ,"['aplikasi', 'sangat', 'membantu', 'utk', 'pembelian', 'keluarga', 'terima', 'kasih', 'tokopedia']",aplikasi sangat bantu utk beli keluarga terima kasih tokopedia
positif,mudah digunakan,mudah digunakan, mudah digunakan , mudah digunakan ,"['mudah', 'digunakan']",mudah guna
netral,semoga berguna,semoga berguna, semoga berguna , semoga berguna ,"['semoga', 'berguna']",moga guna
negatif,jelek,jelek, jelek , jelek ,['jelek'],jelek
positif,Ada aja seler nakal jual produk murah tapi aslinya nipu,ada aja seler nakal jual produk murah tapi aslinya nipu, ada aja seler nakal jual produk murah tapi aslinya nipu , aja seler nakal jual produk murah aslinya nipu ,"['aja', 'seler', 'nakal', 'jual', 'produk', 'murah', 'aslinya', 'nipu']",aja seler nakal jual produk murah asli nipu
positif,Saya suka tokopedia,saya suka tokopedia, saya suka tokopedia , suka tokopedia ,"['suka', 'tokopedia']",suka tokopedia
netral,Bleguud maneh nges dibere5 bintang oge di lenyapken kumaneh geloo,bleguud maneh nges dibere5 bintang oge di lenyapken kumaneh geloo, bleguud maneh nges dibere5 bintang oge di lenyapken kumaneh geloo , bleguud maneh nges dibere5 bintang oge lenyapken kumaneh geloo ,"['bleguud', 'maneh', 'nges', 'dibere5', 'bintang', 'oge', 'lenyapken', 'kumaneh', 'geloo']",bleguud maneh nges dibere5 bintang oge lenyapken kumaneh geloo
netral,mantappp,mantappp, mantappp , mantappp ,['mantappp'],mantappp
negatif,"saya sarankan tidak usah pakai tokped. aplikasi yang sangat buruk saat ini, banyak penipuan, beli tv yang datang casing hp, saat komplain toko penjual ditutup trus CS nya gak respon yg jawab mesin robot trus. ditambah promo dan bebas ongkirnya hanya bualan saja. Aplikasi ini banyak kekurangannya beda sama sebelah",saya sarankan tidak usah pakai tokped aplikasi yang sangat buruk saat ini banyak penipuan beli tv yang datang casing hp saat komplain toko penjual ditutup trus cs nya gak respon yg jawab mesin robot trus ditambah promo dan bebas ongkirnya hanya bualan saja aplikasi ini banyak kekurangannya beda sama sebelah, saya sarankan tidak usah pakai tokped aplikasi yang sangat buruk saat ini banyak penipuan beli tv yang datang casing hp saat komplain toko penjual ditutup trus cs nya tidak respon yang jawab mesin robot trus ditambah promo dan bebas ongkirnya hanya bualan saja aplikasi ini banyak kekurangannya beda sama sebelah , sarankan usah pakai tokped aplikasi sangat buruk penipuan beli tv datang casing hp komplain toko penjual ditutup trus cs nya respon jawab mesin robot trus ditambah promo bebas ongkirnya bualan aplikasi ini banyak kekurangannya beda sama sebelah ,"['sarankan', 'usah', 'pakai', 'tokped', 'aplikasi', 'sangat', 'buruk', 'penipuan', 'beli', 'tv', 'datang', 'casing', 'hp', 'komplain', 'toko', 'penjual', 'ditutup', 'trus', 'cs', 'nya', 'respon', 'jawab', 'mesin', 'robot', 'trus', 'ditambah', 'promo', 'bebas', 'ongkirnya', 'bualan', 'aplikasi', 'ini', 'banyak', 'kekurangannya', 'beda', 'sama', 'sebelah']",saran usah pakai tokped aplikasi sangat buruk tipu beli tv datang casing hp komplain toko jual tutup trus cs nya respon jawab mesin robot trus tambah promo bebas ongkirnya bual aplikasi ini banyak kurang beda sama belah
negatif,"Ya diupdate malah makin jelek, tombol tombol menu tagihan ga respon. udah force stop dan buka masih tetep gabisa.",ya diupdate malah makin jelek tombol tombol menu tagihan ga respon udah force stop dan buka masih tetep gabisa, ya diupdate malah makin jelek tombol tombol menu tagihan tidak respon udah force stop dan buka masih tetep gabisa , diupdate malah makin jelek tombol tombol menu tagihan respon udah force stop buka tetep gabisa ,"['diupdate', 'malah', 'makin', 'jelek', 'tombol', 'tombol', 'menu', 'tagihan', 'respon', 'udah', 'force', 'stop', 'buka', 'tetep', 'gabisa']",diupdate malah makin jelek tombol tombol menu tagih respon udah force stop buka tetep gabisa
positif,mantep lah pokok ya,mantep lah pokok ya, mantep lah pokok ya , mantep lah pokok ,"['mantep', 'lah', 'pokok']",mantep lah pokok
negatif,"Tokopedia cuma pas awal pesan barang aja yg ongkir nya murah tpi pas pesan yg kedua kali nya ongkir nya melambung tinggi kadang mendekati harga barang, dan kadang juga melewati harga barang.contohnya harga barang cuma 50an ribu tpi ongkir nya mendekati 100 ribu ... mohon dong ongkir yang jangan terlalu mahal... dan masalah kurir nya juga, masa nganter nya gak nyampe di alamat sih, malah kita yg di suruh ambil di tempat pembongkaran barang nya.... mohon kebijakannya...",tokopedia cuma pas awal pesan barang aja yg ongkir nya murah tpi pas pesan yg kedua kali nya ongkir nya melambung tinggi kadang mendekati harga barang dan kadang juga melewati harga barangcontohnya harga barang cuma 50an ribu tpi ongkir nya mendekati 100 ribu mohon dong ongkir yang jangan terlalu mahal dan masalah kurir nya juga masa nganter nya gak nyampe di alamat sih malah kita yg di suruh ambil di tempat pembongkaran barang nya mohon kebijakannya, tokopedia cuma pas awal pesan barang aja yang ongkir nya murah tpi pas pesan yang kedua kali nya ongkir nya melambung tinggi kadang mendekati harga barang dan kadang juga melewati harga barangcontohnya harga barang cuma 50an ribu tpi ongkir nya mendekati 100 ribu mohon dong ongkir yang jangan terlalu mahal dan masalah kurir nya juga masa nganter nya tidak nyampe di alamat sih malah kita yang di suruh ambil di tempat pembongkaran barang nya mohon kebijakannya , tokopedia cuma pas awal pesan barang aja ongkir nya murah tpi pas pesan kedua kali nya ongkir nya melambung tinggi kadang mendekati harga barang kadang melewati harga barangcontohnya harga barang cuma 50an ribu tpi ongkir nya mendekati 100 ribu mohon dong ongkir jangan terlalu mahal masalah kurir nya masa nganter nya nyampe alamat sih malah yang suruh ambil tempat pembongkaran barang nya mohon kebijakannya ,"['tokopedia', 'cuma', 'pas', 'awal', 'pesan', 'barang', 'aja', 'ongkir', 'nya', 'murah', 'tpi', 'pas', 'pesan', 'kedua', 'kali', 'nya', 'ongkir', 'nya', 'melambung', 'tinggi', 'kadang', 'mendekati', 'harga', 'barang', 'kadang', 'melewati', 'harga', 'barangcontohnya', 'harga', 'barang', 'cuma', '50an', 'ribu', 'tpi', 'ongkir', 'nya', 'mendekati', '100', 'ribu', 'mohon', 'dong', 'ongkir', 'jangan', 'terlalu', 'mahal', 'masalah', 'kurir', 'nya', 'masa', 'nganter', 'nya', 'nyampe', 'alamat', 'sih', 'malah', 'yang', 'suruh', 'ambil', 'tempat', 'pembongkaran', 'barang', 'nya', 'mohon', 'kebijakannya']",tokopedia cuma pas awal pesan barang aja ongkir nya murah tpi pas pesan dua kali nya ongkir nya lambung tinggi kadang dekat harga barang kadang lewat harga barangcontohnya harga barang cuma 50an ribu tpi ongkir nya dekat 100 ribu mohon dong ongkir jangan terlalu mahal masalah kurir nya masa nganter nya nyampe alamat sih malah yang suruh ambil tempat bongkar barang nya mohon bijak
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
negatif,kebangetan sering updatenya,kebangetan sering updatenya, kebangetan sering updatenya , kebangetan sering updatenya ,"['kebangetan', 'sering', 'updatenya']",banget sering updatenya
netral,"mau cek ulasan perlu download lagi, mohon diperbaiki",mau cek ulasan perlu download lagi mohon diperbaiki, mau cek ulasan perlu download lagi mohon diperbaiki , mau cek ulasan perlu download mohon diperbaiki ,"['mau', 'cek', 'ulasan', 'perlu', 'download', 'mohon', 'diperbaiki']",mau cek ulas perlu download mohon baik
negatif,J&T anjing. lewat estimasi berhari-hari gak punya tanggung jawabnya. dan gak mau ada ganti kerugian. Di Shopee lewat estimasi dapat 10.000,jt anjing lewat estimasi berharihari gak punya tanggung jawabnya dan gak mau ada ganti kerugian di shopee lewat estimasi dapat 10000, jt anjing lewat estimasi berharihari tidak punya tanggung jawabnya dan tidak mau ada ganti kerugian di shopee lewat estimasi dapat 10000 , jt anjing lewat estimasi berharihari punya tanggung jawabnya tidak mau ganti kerugian shopee lewat estimasi 10000 ,"['jt', 'anjing', 'lewat', 'estimasi', 'berharihari', 'punya', 'tanggung', 'jawabnya', 'tidak', 'mau', 'ganti', 'kerugian', 'shopee', 'lewat', 'estimasi', '10000']",jt anjing lewat estimasi berharihari punya tanggung jawab tidak mau ganti rugi shopee lewat estimasi 10000
netral,pas tambah alamat kok gak ada kolom kode pos? jdi alamat tdk bisa ditambahkan krna harus mlengkapi kode pos tdi kolom kode pos tdk tersedia,pas tambah alamat kok gak ada kolom kode pos jdi alamat tdk bisa ditambahkan krna harus mlengkapi kode pos tdi kolom kode pos tdk tersedia, pas tambah alamat kok tidak ada kolom kode pos jdi alamat tidak bisa ditambahkan krna harus mlengkapi kode pos tdi kolom kode pos tidak tersedia , pas tambah alamat kok ada kolom kode pos jdi alamat bisa ditambahkan krna mlengkapi kode pos tdi kolom kode pos tersedia ,"['pas', 'tambah', 'alamat', 'kok', 'ada', 'kolom', 'kode', 'pos', 'jdi', 'alamat', 'bisa', 'ditambahkan', 'krna', 'mlengkapi', 'kode', 'pos', 'tdi', 'kolom', 'kode', 'pos', 'tersedia']",pas tambah alamat kok ada kolom kode pos jdi alamat bisa tambah krna mlengkapi kode pos tdi kolom kode pos sedia
netral,harga pengiriman ke lokasi luar pulau udah setara dengan pemesanan saya offline. belanja udah 3 jutaan spare part lamban datang.,harga pengiriman ke lokasi luar pulau udah setara dengan pemesanan saya offline belanja udah 3 jutaan spare part lamban datang, harga pengiriman ke lokasi luar pulau udah setara dengan pemesanan saya offline belanja udah 3 jutaan spare part lamban datang , harga pengiriman lokasi luar pulau udah setara pemesanan offline belanja udah 3 jutaan spare part lamban datang ,"['harga', 'pengiriman', 'lokasi', 'luar', 'pulau', 'udah', 'setara', 'pemesanan', 'offline', 'belanja', 'udah', '3', 'jutaan', 'spare', 'part', 'lamban', 'datang']",harga kirim lokasi luar pulau udah tara mesan offline belanja udah 3 juta spare part lamban datang
negatif,"pusing bos,,..",pusing bos, pusing bos , pusing bos ,"['pusing', 'bos']",pusing bos
netral,sangat membantu sekali,sangat membantu sekali, sangat membantu sekali , membantu sekali ,"['membantu', 'sekali']",bantu sekali
negatif,"Buruk, Menyelesaikan pembatalan harus menunggu lama, Toko xiaomi memakai sistem PEMAKSAAN Udah menunggu 3 hari tapi masalah belum kelar dan harus menunggu lagi",buruk menyelesaikan pembatalan harus menunggu lama toko xiaomi memakai sistem pemaksaan udah menunggu 3 hari tapi masalah belum kelar dan harus menunggu lagi, buruk menyelesaikan pembatalan harus menunggu lama toko xiaomi memakai sistem pemaksaan udah menunggu 3 hari tapi masalah belum kelar dan harus menunggu lagi , buruk menyelesaikan pembatalan menunggu lama toko xiaomi memakai sistem pemaksaan udah menunggu 3 hari masalah kelar harus menunggu ,"['buruk', 'menyelesaikan', 'pembatalan', 'menunggu', 'lama', 'toko', 'xiaomi', 'memakai', 'sistem', 'pemaksaan', 'udah', 'menunggu', '3', 'hari', 'masalah', 'kelar', 'harus', 'menunggu']",buruk selesai batal tunggu lama toko xiaomi pakai sistem paksa udah tunggu 3 hari masalah kelar harus tunggu
netral,mantaps,mantaps, mantaps , mantaps ,['mantaps'],mantaps
netral,keamanan privasi@?!?!,keamanan privasi, keamanan privasi , keamanan privasi ,"['keamanan', 'privasi']",aman privasi
positif,seneng belanja disini tapi suka eror suka gangguan,seneng belanja disini tapi suka eror suka gangguan, seneng belanja disini tapi suka eror suka gangguan , seneng belanja disini suka eror suka gangguan ,"['seneng', 'belanja', 'disini', 'suka', 'eror', 'suka', 'gangguan']",neng belanja sini suka eror suka ganggu
positif,keren dan terbaik,keren dan terbaik, keren dan terbaik , keren terbaik ,"['keren', 'terbaik']",keren baik
netral,agak lambat kerja di hp jadul,agak lambat kerja di hp jadul, agak lambat kerja di hp jadul , lambat kerja hp jadul ,"['lambat', 'kerja', 'hp', 'jadul']",lambat kerja hp jadul
netral,"makin kesini ekspedisi yg ada di tokped jdi lelet gk cepet kayak dulu, kalah sama shopee",makin kesini ekspedisi yg ada di tokped jdi lelet gk cepet kayak dulu kalah sama shopee, makin kesini ekspedisi yang ada di tokped jdi lelet gk cepet kayak dulu kalah sama shopee , makin kesini ekspedisi ada tokped jdi lelet gk cepet kayak dulu kalah sama shopee ,"['makin', 'kesini', 'ekspedisi', 'ada', 'tokped', 'jdi', 'lelet', 'gk', 'cepet', 'kayak', 'dulu', 'kalah', 'sama', 'shopee']",makin kesini ekspedisi ada tokped jdi lelet gk cepet kayak dulu kalah sama shopee
netral,"aplikasi goblog penipuan banget udah isi saldo gopay buat beli pulsa flash sale, taunya ga bisa d beli d gagalin terus. ini harga-harga pulsa murah berakhir 3 hari lagi cuma pajangan aja anjirrrrr",aplikasi goblog penipuan banget udah isi saldo gopay buat beli pulsa flash sale taunya ga bisa d beli d gagalin terus ini hargaharga pulsa murah berakhir 3 hari lagi cuma pajangan aja anjirrrrr, aplikasi goblog penipuan banget udah isi saldo gopay buat beli pulsa flash sale taunya tidak bisa d beli d gagalin terus ini hargaharga pulsa murah berakhir 3 hari lagi cuma pajangan aja anjirrrrr , aplikasi goblog penipuan banget udah isi saldo gopay buat beli pulsa flash sale taunya bisa d beli d gagalin terus hargaharga pulsa murah berakhir 3 hari cuma pajangan aja anjirrrrr ,"['aplikasi', 'goblog', 'penipuan', 'banget', 'udah', 'isi', 'saldo', 'gopay', 'buat', 'beli', 'pulsa', 'flash', 'sale', 'taunya', 'bisa', 'd', 'beli', 'd', 'gagalin', 'terus', 'hargaharga', 'pulsa', 'murah', 'berakhir', '3', 'hari', 'cuma', 'pajangan', 'aja', 'anjirrrrr']",aplikasi goblog tipu banget udah isi saldo gopay buat beli pulsa flash sale tau bisa d beli d gagalin terus hargaharga pulsa murah akhir 3 hari cuma pajang aja anjirrrrr
positif,belanja murah cepat dan tepat waktu,belanja murah cepat dan tepat waktu, belanja murah cepat dan tepat waktu , belanja murah cepat tepat waktu ,"['belanja', 'murah', 'cepat', 'tepat', 'waktu']",belanja murah cepat tepat waktu
positif,kereeen,kereeen, kereeen , kereeen ,['kereeen'],kereeen
netral,"Aplikasi ini paling sering update dibanding dengan aplikasi online lainnya, sangat menyebalkan!!!!",aplikasi ini paling sering update dibanding dengan aplikasi online lainnya sangat menyebalkan, aplikasi ini paling sering update dibanding dengan aplikasi online lainnya sangat menyebalkan , aplikasi paling sering update dibanding aplikasi online lainnya menyebalkan ,"['aplikasi', 'paling', 'sering', 'update', 'dibanding', 'aplikasi', 'online', 'lainnya', 'menyebalkan']",aplikasi paling sering update banding aplikasi online lain sebal
netral,belum,belum, belum , ,[],
negatif,Aplikasi buruk tidak bisa pembatalan pesanan,aplikasi buruk tidak bisa pembatalan pesanan, aplikasi buruk tidak bisa pembatalan pesanan , aplikasi buruk bisa pembatalan pesanan ,"['aplikasi', 'buruk', 'bisa', 'pembatalan', 'pesanan']",aplikasi buruk bisa batal pesan
positif,saya sangat suka belanja di tokopedia krn aman nyaman dan terpercaya.trmks,saya sangat suka belanja di tokopedia krn aman nyaman dan terpercayatrmks, saya sangat suka belanja di tokopedia krn aman nyaman dan terpercayatrmks , sangat suka belanja tokopedia krn aman nyaman terpercayatrmks ,"['sangat', 'suka', 'belanja', 'tokopedia', 'krn', 'aman', 'nyaman', 'terpercayatrmks']",sangat suka belanja tokopedia krn aman nyaman terpercayatrmks
negatif,aplikasi buruk paket tidak tiba sesuai batas tanggal. kalo mau co mending di lazada,aplikasi buruk paket tidak tiba sesuai batas tanggal kalo mau co mending di lazada, aplikasi buruk paket tidak tiba sesuai batas tanggal kalo mau co mending di lazada , aplikasi buruk paket tiba sesuai batas tanggal kalo mau co mending lazada ,"['aplikasi', 'buruk', 'paket', 'tiba', 'sesuai', 'batas', 'tanggal', 'kalo', 'mau', 'co', 'mending', 'lazada']",aplikasi buruk paket tiba sesuai batas tanggal kalo mau co mending lazada
negatif,Jelek ga ada promonya,jelek ga ada promonya, jelek tidak ada promonya , jelek ada promonya ,"['jelek', 'ada', 'promonya']",jelek ada promonya
positif,sangat sangat baik belanja d toko ini mantap,sangat sangat baik belanja d toko ini mantap, sangat sangat baik belanja d toko ini mantap , sangat belanja d toko mantap ,"['sangat', 'belanja', 'd', 'toko', 'mantap']",sangat belanja d toko mantap
netral,banyak pemberitahuan,banyak pemberitahuan, banyak pemberitahuan , pemberitahuan ,['pemberitahuan'],pemberitahuan
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,Mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,Update mulu.. kalo gak di update gak bisa di buka.. yang Oren aman aman aja,update mulu kalo gak di update gak bisa di buka yang oren aman aman aja, update mulu kalo tidak di update tidak bisa di buka yang oren aman aman aja , update mulu kalo update bisa di buka oren aman aman aja ,"['update', 'mulu', 'kalo', 'update', 'bisa', 'di', 'buka', 'oren', 'aman', 'aman', 'aja']",update mulu kalo update bisa di buka oren aman aman aja
positif,ok,ok, ok , ,[],
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,"aplikasi dg pelayanan pengaduan terburuk. tidak ada cs hanya ada chat bot, yg isinya hanya gimick. disaat terjadi penipuan oleh toko di platform app tidak ada tindak lanjut. kalah sama app orange shopee",aplikasi dg pelayanan pengaduan terburuk tidak ada cs hanya ada chat bot yg isinya hanya gimick disaat terjadi penipuan oleh toko di platform app tidak ada tindak lanjut kalah sama app orange shopee, aplikasi dg pelayanan pengaduan terburuk tidak ada cs hanya ada chat bot yang isinya hanya gimick disaat terjadi penipuan oleh toko di platform app tidak ada tindak lanjut kalah sama app orange shopee , aplikasi dg pelayanan pengaduan terburuk ada cs ada chat bot isinya gimick disaat terjadi penipuan toko platform app ada tindak lanjut kalah sama app orange shopee ,"['aplikasi', 'dg', 'pelayanan', 'pengaduan', 'terburuk', 'ada', 'cs', 'ada', 'chat', 'bot', 'isinya', 'gimick', 'disaat', 'terjadi', 'penipuan', 'toko', 'platform', 'app', 'ada', 'tindak', 'lanjut', 'kalah', 'sama', 'app', 'orange', 'shopee']",aplikasi dg layan adu buruk ada cs ada chat bot isi gimick saat jadi tipu toko platform app ada tindak lanjut kalah sama app orange shopee
negatif,"Aplikasi tidak kayak dulu gampang dibuka, agak lemot apalagi kalau buka gambar produk lama sekali...",aplikasi tidak kayak dulu gampang dibuka agak lemot apalagi kalau buka gambar produk lama sekali, aplikasi tidak kayak dulu gampang dibuka agak lemot apalagi kalau buka gambar produk lama sekali , aplikasi kayak dulu gampang dibuka lemot kalau buka gambar produk lama sekali ,"['aplikasi', 'kayak', 'dulu', 'gampang', 'dibuka', 'lemot', 'kalau', 'buka', 'gambar', 'produk', 'lama', 'sekali']",aplikasi kayak dulu gampang buka lot kalau buka gambar produk lama sekali
positif,aplikasi sangat tidak aman buat penjual juga buat pembeli.hati2 jika barang tdk sampai atau rusak atau hilang d expedisi pnjual gak akan dapat uang nya dan pembeli gak daoat barang nya ..apliksi canti aman murah dan banyak gratis ongkur cuman shopi,aplikasi sangat tidak aman buat penjual juga buat pembelihati2 jika barang tdk sampai atau rusak atau hilang d expedisi pnjual gak akan dapat uang nya dan pembeli gak daoat barang nya apliksi canti aman murah dan banyak gratis ongkur cuman shopi, aplikasi sangat tidak aman buat penjual juga buat pembelihati2 jika barang tidak sampai atau rusak atau hilang d expedisi pnjual tidak akan dapat uang nya dan pembeli tidak daoat barang nya apliksi canti aman murah dan banyak gratis ongkur cuman shopi , aplikasi aman buat penjual buat pembelihati2 barang sampai rusak hilang d expedisi pnjual akan uang nya pembeli tidak daoat barang nya apliksi canti aman murah banyak gratis ongkur cuman shopi ,"['aplikasi', 'aman', 'buat', 'penjual', 'buat', 'pembelihati2', 'barang', 'sampai', 'rusak', 'hilang', 'd', 'expedisi', 'pnjual', 'akan', 'uang', 'nya', 'pembeli', 'tidak', 'daoat', 'barang', 'nya', 'apliksi', 'canti', 'aman', 'murah', 'banyak', 'gratis', 'ongkur', 'cuman', 'shopi']",aplikasi aman buat jual buat pembelihati2 barang sampai rusak hilang d expedisi pnjual akan uang nya beli tidak daoat barang nya apliksi canti aman murah banyak gratis ongkur cuman shopi
negatif,Beli paket... udah nunggu nunggu... paketnya malah balik lagi ke penjual.... kurir gratisnya (ID exspress) mengecewakan...... Harusnya Tokopedia ga kerjasama dengan ekspedisi ga profesional kaya gini,beli paket udah nunggu nunggu paketnya malah balik lagi ke penjual kurir gratisnya id exspress mengecewakan harusnya tokopedia ga kerjasama dengan ekspedisi ga profesional kaya gini, beli paket udah nunggu nunggu paketnya malah balik lagi ke penjual kurir gratisnya id exspress mengecewakan harusnya tokopedia tidak kerjasama dengan ekspedisi tidak profesional kaya gini , beli paket udah nunggu nunggu paketnya malah balik ke penjual kurir gratisnya id exspress mengecewakan harusnya tokopedia kerjasama ekspedisi profesional kaya gini ,"['beli', 'paket', 'udah', 'nunggu', 'nunggu', 'paketnya', 'malah', 'balik', 'ke', 'penjual', 'kurir', 'gratisnya', 'id', 'exspress', 'mengecewakan', 'harusnya', 'tokopedia', 'kerjasama', 'ekspedisi', 'profesional', 'kaya', 'gini']",beli paket udah nunggu nunggu paket malah balik ke jual kurir gratis id exspress kecewa harus tokopedia kerjasama ekspedisi profesional kaya gin
netral,banget oke,banget oke, banget oke , banget oke ,"['banget', 'oke']",banget oke
netral,pas di dlm keranjang barang diskon 50% dari harga aslinya..karna ada kupon..pas di bayar eh malah muncul seperti jaringan tidak stabil..dan pas di ulangin lagi malah muncul saya sudah mencoba 3x kupon..dan harganya normal lagi..aneh,pas di dlm keranjang barang diskon 50 dari harga aslinyakarna ada kuponpas di bayar eh malah muncul seperti jaringan tidak stabildan pas di ulangin lagi malah muncul saya sudah mencoba 3x kupondan harganya normal lagianeh, pas di dlm keranjang barang diskon 50 dari harga aslinyakarna ada kuponpas di bayar eh malah muncul seperti jaringan tidak stabildan pas di ulangin lagi malah muncul saya sudah mencoba 3x kupondan harganya normal lagianeh , pas dlm keranjang barang diskon 50 harga aslinyakarna kuponpas bayar eh malah muncul jaringan stabildan pas ulangin malah muncul sudah mencoba 3x kupondan harganya normal lagianeh ,"['pas', 'dlm', 'keranjang', 'barang', 'diskon', '50', 'harga', 'aslinyakarna', 'kuponpas', 'bayar', 'eh', 'malah', 'muncul', 'jaringan', 'stabildan', 'pas', 'ulangin', 'malah', 'muncul', 'sudah', 'mencoba', '3x', 'kupondan', 'harganya', 'normal', 'lagianeh']",pas dlm keranjang barang diskon 50 harga aslinyakarna kuponpas bayar eh malah muncul jaring stabildan pas ulangin malah muncul sudah coba 3x kupondan harga normal lagianeh
netral,Thx toped sdh Turut memajukan ecomerce indonesia.,thx toped sdh turut memajukan ecomerce indonesia, thx toped sdh turut memajukan ecomerce indonesia , thx toped sdh turut memajukan ecomerce indonesia ,"['thx', 'toped', 'sdh', 'turut', 'memajukan', 'ecomerce', 'indonesia']",thx toped sdh turut maju ecomerce indonesia
negatif,reapon tokopedia care lama solusi tidak terselesaikan beda dengan toko oren untuk retur barang lama bgt,reapon tokopedia care lama solusi tidak terselesaikan beda dengan toko oren untuk retur barang lama bgt, reapon tokopedia care lama solusi tidak terselesaikan beda dengan toko oren untuk retur barang lama bgt , reapon tokopedia care lama solusi terselesaikan beda toko oren retur barang lama bgt ,"['reapon', 'tokopedia', 'care', 'lama', 'solusi', 'terselesaikan', 'beda', 'toko', 'oren', 'retur', 'barang', 'lama', 'bgt']",reapon tokopedia care lama solusi selesai beda toko oren retur barang lama bgt
negatif,"tokopedia sekarang kenapa sih, bugnya ngeselin banget masa search untuk di toko ga bisa maksimal kepakenya, padahal yang diketik udah bener malah bisa dibilang ga ada produknya, kecewa banget padahal udah dari lama pake tokopedia",tokopedia sekarang kenapa sih bugnya ngeselin banget masa search untuk di toko ga bisa maksimal kepakenya padahal yang diketik udah bener malah bisa dibilang ga ada produknya kecewa banget padahal udah dari lama pake tokopedia, tokopedia sekarang kenapa sih bugnya ngeselin banget masa search untuk di toko tidak bisa maksimal kepakenya padahal yang diketik udah bener malah bisa dibilang tidak ada produknya kecewa banget padahal udah dari lama pake tokopedia , tokopedia sekarang sih bugnya ngeselin banget masa search di toko maksimal kepakenya padahal diketik udah bener malah bisa dibilang ada produknya kecewa banget padahal udah lama pake tokopedia ,"['tokopedia', 'sekarang', 'sih', 'bugnya', 'ngeselin', 'banget', 'masa', 'search', 'di', 'toko', 'maksimal', 'kepakenya', 'padahal', 'diketik', 'udah', 'bener', 'malah', 'bisa', 'dibilang', 'ada', 'produknya', 'kecewa', 'banget', 'padahal', 'udah', 'lama', 'pake', 'tokopedia']",tokopedia sekarang sih bugnya ngeselin banget masa search di toko maksimal kepakenya padahal ketik udah bener malah bisa bilang ada produk kecewa banget padahal udah lama pake tokopedia
