label,content,clean,norm,stop,token,stem
netral,"yang suka buat kecewa itu, suka salah ngasih info, katanya pesenan kita, setelah dicek dgn teliti ternyata punya orang lain,harus lebih teliti lagi ya dalam pengecekan nya",yang suka buat kecewa itu suka salah ngasih info katanya pesenan kita setelah dicek dgn teliti ternyata punya orang lainharus lebih teliti lagi ya dalam pengecekan nya, yang suka buat kecewa itu suka salah ngasih info katanya pesenan kita setelah dicek dgn teliti ternyata punya orang lainharus lebih teliti lagi ya dalam pengecekan nya , suka buat kecewa suka salah ngasih info katanya pesenan setelah dicek dgn teliti ternyata punya orang lainharus teliti ya pengecekan nya ,"['suka', 'buat', 'kecewa', 'suka', 'salah', 'ngasih', 'info', 'katanya', 'pesenan', 'setelah', 'dicek', 'dgn', 'teliti', 'ternyata', 'punya', 'orang', 'lainharus', 'teliti', 'ya', 'pengecekan', 'nya']",suka buat kecewa suka salah ngasih info kata sen telah cek dgn teliti nyata punya orang lainharus teliti ya kece nya
positif,"mantull,pelayanan kerenn",mantullpelayanan kerenn, mantullpelayanan kerenn , mantullpelayanan kerenn ,"['mantullpelayanan', 'kerenn']",mantullpelayanan kerenn
negatif,"Saya beli sepatu di bulan juli, tetapi yg di kirim baju, saya sudah kirim balik dan sesuai prosedur shopee, saya memenuhi syarat pengembalian barang, barang saya kirim balik sejak 17 juli 2025, tetapi sampai sekarang tgl 1 Sept 2025 saat saya buat tulisan ini saya belum mendapatkan pengembalian dana saya. Saya hubungi penjual katanya prosedur penjualan sudah sesuai, saya di suruh komplain lewat CS Shopee, tapi ya gitu yg jawab robot IA. cari2 email-nya Shopee tdk nemu, nilainya hampir 500rb",saya beli sepatu di bulan juli tetapi yg di kirim baju saya sudah kirim balik dan sesuai prosedur shopee saya memenuhi syarat pengembalian barang barang saya kirim balik sejak 17 juli 2025 tetapi sampai sekarang tgl 1 sept 2025 saat saya buat tulisan ini saya belum mendapatkan pengembalian dana saya saya hubungi penjual katanya prosedur penjualan sudah sesuai saya di suruh komplain lewat cs shopee tapi ya gitu yg jawab robot ia cari2 emailnya shopee tdk nemu nilainya hampir 500rb, saya beli sepatu di bulan juli tetapi yang di kirim baju saya sudah kirim balik dan sesuai prosedur shopee saya memenuhi syarat pengembalian barang barang saya kirim balik sejak 17 juli 2025 tetapi sampai sekarang tgl 1 sept 2025 saat saya buat tulisan ini saya belum mendapatkan pengembalian dana saya saya hubungi penjual katanya prosedur penjualan sudah sesuai saya di suruh komplain lewat cs shopee tapi ya gitu yang jawab robot ia cari2 emailnya shopee tidak nemu nilainya hampir 500rb , beli sepatu bulan juli kirim baju kirim balik sesuai prosedur shopee memenuhi syarat pengembalian barang barang kirim balik sejak 17 juli 2025 sampai sekarang tgl 1 sept 2025 buat tulisan mendapatkan pengembalian dana saya saya hubungi penjual katanya prosedur penjualan sudah sesuai saya di suruh komplain lewat cs shopee ya gitu yang jawab robot cari2 emailnya shopee nemu nilainya hampir 500rb ,"['beli', 'sepatu', 'bulan', 'juli', 'kirim', 'baju', 'kirim', 'balik', 'sesuai', 'prosedur', 'shopee', 'memenuhi', 'syarat', 'pengembalian', 'barang', 'barang', 'kirim', 'balik', 'sejak', '17', 'juli', '2025', 'sampai', 'sekarang', 'tgl', '1', 'sept', '2025', 'buat', 'tulisan', 'mendapatkan', 'pengembalian', 'dana', 'saya', 'saya', 'hubungi', 'penjual', 'katanya', 'prosedur', 'penjualan', 'sudah', 'sesuai', 'saya', 'di', 'suruh', 'komplain', 'lewat', 'cs', 'shopee', 'ya', 'gitu', 'yang', 'jawab', 'robot', 'cari2', 'emailnya', 'shopee', 'nemu', 'nilainya', 'hampir', '500rb']",beli sepatu bulan juli kirim baju kirim balik sesuai prosedur shopee penuh syarat kembali barang barang kirim balik sejak 17 juli 2025 sampai sekarang tgl 1 sept 2025 buat tulis dapat kembali dana saya saya hubung jual kata prosedur jual sudah sesuai saya di suruh komplain lewat cs shopee ya gitu yang jawab robot cari2 email shopee nemu nilai hampir 500rb
negatif,merugikan seller dengan fitur pengembalian barang yang dipesan pembeli. Semoga segera ada solusi jalan keluar yang sama sama tidak merugikan. Terutama mengenai dibebankannya biaya kirim oleh penjual.,merugikan seller dengan fitur pengembalian barang yang dipesan pembeli semoga segera ada solusi jalan keluar yang sama sama tidak merugikan terutama mengenai dibebankannya biaya kirim oleh penjual, merugikan seller dengan fitur pengembalian barang yang dipesan pembeli semoga segera ada solusi jalan keluar yang sama sama tidak merugikan terutama mengenai dibebankannya biaya kirim oleh penjual , merugikan seller fitur pengembalian barang dipesan pembeli semoga segera solusi jalan keluar sama sama merugikan terutama mengenai dibebankannya biaya kirim penjual ,"['merugikan', 'seller', 'fitur', 'pengembalian', 'barang', 'dipesan', 'pembeli', 'semoga', 'segera', 'solusi', 'jalan', 'keluar', 'sama', 'sama', 'merugikan', 'terutama', 'mengenai', 'dibebankannya', 'biaya', 'kirim', 'penjual']",rugi seller fitur kembali barang pes beli moga segera solusi jalan keluar sama sama rugi utama kena beban biaya kirim jual
positif,bagus banget aplikasi ini,bagus banget aplikasi ini, bagus banget aplikasi ini , bagus banget aplikasi ,"['bagus', 'banget', 'aplikasi']",bagus banget aplikasi
positif,ok,ok, ok , ,[],
positif,sangat rekomendasi,sangat rekomendasi, sangat rekomendasi , rekomendasi ,['rekomendasi'],rekomendasi
positif,pesan mudah interaksi ke penjual gampang pilihan produk banyak pengembalian kelebihan bayar oke... bisa COD bisa juga Paylater bisa juga cicilan...he...,pesan mudah interaksi ke penjual gampang pilihan produk banyak pengembalian kelebihan bayar oke bisa cod bisa juga paylater bisa juga cicilanhe, pesan mudah interaksi ke penjual gampang pilihan produk banyak pengembalian kelebihan bayar oke bisa cod bisa juga paylater bisa juga cicilanhe , pesan mudah interaksi penjual gampang pilihan produk pengembalian kelebihan bayar oke cod juga paylater juga cicilanhe ,"['pesan', 'mudah', 'interaksi', 'penjual', 'gampang', 'pilihan', 'produk', 'pengembalian', 'kelebihan', 'bayar', 'oke', 'cod', 'juga', 'paylater', 'juga', 'cicilanhe']",pesan mudah interaksi jual gampang pilih produk kembali lebih bayar oke cod juga paylater juga cicilanhe
negatif,"ribet,pake suruh verifikasi wajah. orang dulu pake ip jelas wajah kelihatan lebih jelas,ini pindah ke android udah beberapa kali nyoba tetep aja ga bisa. dongo apa ini apk",ribetpake suruh verifikasi wajah orang dulu pake ip jelas wajah kelihatan lebih jelasini pindah ke android udah beberapa kali nyoba tetep aja ga bisa dongo apa ini apk, ribetpake suruh verifikasi wajah orang dulu pake ip jelas wajah kelihatan lebih jelasini pindah ke android udah beberapa kali nyoba tetep aja tidak bisa dongo apa ini apk , ribetpake suruh verifikasi wajah orang dulu pake ip jelas wajah kelihatan jelasini pindah android udah kali nyoba tetep aja bisa dongo ini apk ,"['ribetpake', 'suruh', 'verifikasi', 'wajah', 'orang', 'dulu', 'pake', 'ip', 'jelas', 'wajah', 'kelihatan', 'jelasini', 'pindah', 'android', 'udah', 'kali', 'nyoba', 'tetep', 'aja', 'bisa', 'dongo', 'ini', 'apk']",ribetpake suruh verifikasi wajah orang dulu pake ip jelas wajah lihat jelasini pindah android udah kali nyoba tetep aja bisa dongo ini apk
negatif,knapa login ya kluar Mulu lelet .,knapa login ya kluar mulu lelet, knapa login ya kluar mulu lelet , knapa login kluar mulu lelet ,"['knapa', 'login', 'kluar', 'mulu', 'lelet']",knapa login kluar mulu lelet
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
netral,"selamat malam developer shopee,,,, barusan saya mengisi pulsa 5 ribu lewat aplikasi shopee,,,,,saldo shopeepay saya sudah berkurang 5 ribu tetapi pulsa 5 ribu saya tidak kunjung datang,,,, mohon penjelasannya developer shopee",selamat malam developer shopee barusan saya mengisi pulsa 5 ribu lewat aplikasi shopeesaldo shopeepay saya sudah berkurang 5 ribu tetapi pulsa 5 ribu saya tidak kunjung datang mohon penjelasannya developer shopee, selamat malam developer shopee barusan saya mengisi pulsa 5 ribu lewat aplikasi shopeesaldo shopeepay saya sudah berkurang 5 ribu tetapi pulsa 5 ribu saya tidak kunjung datang mohon penjelasannya developer shopee , selamat malam developer shopee barusan mengisi pulsa 5 ribu lewat aplikasi shopeesaldo shopeepay sudah berkurang 5 ribu pulsa 5 ribu tidak kunjung datang mohon penjelasannya developer shopee ,"['selamat', 'malam', 'developer', 'shopee', 'barusan', 'mengisi', 'pulsa', '5', 'ribu', 'lewat', 'aplikasi', 'shopeesaldo', 'shopeepay', 'sudah', 'berkurang', '5', 'ribu', 'pulsa', '5', 'ribu', 'tidak', 'kunjung', 'datang', 'mohon', 'penjelasannya', 'developer', 'shopee']",selamat malam developer shopee barusan isi pulsa 5 ribu lewat aplikasi shopeesaldo shopeepay sudah kurang 5 ribu pulsa 5 ribu tidak kunjung datang mohon jelas developer shopee
positif,top,top, top , top ,['top'],top
positif,terbaik,terbaik, terbaik , terbaik ,['terbaik'],baik
negatif,kenapa potongan semakin besar Shopi kami tercekik dengan potongan administrasi.tolong kebijakanya lebih di fikirkan untuk kami UMKM. mohon responya,kenapa potongan semakin besar shopi kami tercekik dengan potongan administrasitolong kebijakanya lebih di fikirkan untuk kami umkm mohon responya, kenapa potongan semakin besar shopi kami tercekik dengan potongan administrasitolong kebijakanya lebih di fikirkan untuk kami umkm mohon responya , potongan semakin besar shopi tercekik potongan administrasitolong kebijakanya di fikirkan kami umkm mohon responya ,"['potongan', 'semakin', 'besar', 'shopi', 'tercekik', 'potongan', 'administrasitolong', 'kebijakanya', 'di', 'fikirkan', 'kami', 'umkm', 'mohon', 'responya']",potong makin besar shopi cekik potong administrasitolong kebijakanya di fikirkan kami umkm mohon responya
positif,"shopee makin hebat pengiriman cepat, amanah barang""semua ada apa yg kita perlukan semua ada di shopee, Terima kasih shopee.",shopee makin hebat pengiriman cepat amanah barangsemua ada apa yg kita perlukan semua ada di shopee terima kasih shopee, shopee makin hebat pengiriman cepat amanah barangsemua ada apa yang kita perlukan semua ada di shopee terima kasih shopee , shopee makin hebat pengiriman cepat amanah barangsemua apa kita perlukan semua di shopee terima kasih shopee ,"['shopee', 'makin', 'hebat', 'pengiriman', 'cepat', 'amanah', 'barangsemua', 'apa', 'kita', 'perlukan', 'semua', 'di', 'shopee', 'terima', 'kasih', 'shopee']",shopee makin hebat kirim cepat amanah barangsemua apa kita perlu semua di shopee terima kasih shopee
positif,tinggal pencet ..barang datang beragam yg mau di beli mudah d cari,tinggal pencet barang datang beragam yg mau di beli mudah d cari, tinggal pencet barang datang beragam yang mau di beli mudah d cari , tinggal pencet barang datang beragam mau beli mudah d cari ,"['tinggal', 'pencet', 'barang', 'datang', 'beragam', 'mau', 'beli', 'mudah', 'd', 'cari']",tinggal pencet barang datang agam mau beli mudah d cari
positif,sesuai dengan kebutuhan,sesuai dengan kebutuhan, sesuai dengan kebutuhan , sesuai kebutuhan ,"['sesuai', 'kebutuhan']",sesuai butuh
positif,good aplikasi shope,good aplikasi shope, good aplikasi shope , good aplikasi shope ,"['good', 'aplikasi', 'shope']",good aplikasi shope
positif,"Merasa terbantu belanja dishopee,nggak harus datang ketoko,kalau barang nggak sesuai pesanan bisa ngajuin pengembalian,cukup tunggu dirumah,barang sampai",merasa terbantu belanja dishopeenggak harus datang ketokokalau barang nggak sesuai pesanan bisa ngajuin pengembaliancukup tunggu dirumahbarang sampai, merasa terbantu belanja dishopeenggak harus datang ketokokalau barang tidak sesuai pesanan bisa ngajuin pengembaliancukup tunggu dirumahbarang sampai , merasa terbantu belanja dishopeenggak datang ketokokalau barang sesuai pesanan ngajuin pengembaliancukup tunggu dirumahbarang ,"['merasa', 'terbantu', 'belanja', 'dishopeenggak', 'datang', 'ketokokalau', 'barang', 'sesuai', 'pesanan', 'ngajuin', 'pengembaliancukup', 'tunggu', 'dirumahbarang']",rasa bantu belanja dishopeenggak datang ketokokalau barang sesuai pesan ngajuin pengembaliancukup tunggu dirumahbarang
negatif,"sekarang aplikasi ini jelek bgt. tiap login pasti otomatis masuk ke tiktok live, bikin kaget. Dan lemotnya naudzubillah, padahal ruang penyimpanan masih banyak, sinyal ok. tolong di perbaiki lagi, jadi males belanja di sini..",sekarang aplikasi ini jelek bgt tiap login pasti otomatis masuk ke tiktok live bikin kaget dan lemotnya naudzubillah padahal ruang penyimpanan masih banyak sinyal ok tolong di perbaiki lagi jadi males belanja di sini, sekarang aplikasi ini jelek bgt tiap login pasti otomatis masuk ke tiktok live bikin kaget dan lemotnya naudzubillah padahal ruang penyimpanan masih banyak sinyal ok tolong di perbaiki lagi jadi males belanja di sini , sekarang aplikasi jelek bgt tiap login otomatis masuk tiktok live bikin kaget lemotnya naudzubillah padahal ruang penyimpanan banyak sinyal tolong perbaiki jadi males belanja sini ,"['sekarang', 'aplikasi', 'jelek', 'bgt', 'tiap', 'login', 'otomatis', 'masuk', 'tiktok', 'live', 'bikin', 'kaget', 'lemotnya', 'naudzubillah', 'padahal', 'ruang', 'penyimpanan', 'banyak', 'sinyal', 'tolong', 'perbaiki', 'jadi', 'males', 'belanja', 'sini']",sekarang aplikasi jelek bgt tiap login otomatis masuk tiktok live bikin kaget lot naudzubillah padahal ruang simpan banyak sinyal tolong baik jadi males belanja sini
positif,shopee keren banget 👍,shopee keren banget, shopee keren banget , shopee keren banget ,"['shopee', 'keren', 'banget']",shopee keren banget
positif,Hallo semua aku pelanggan setia Shoppe.Senang sekali dengan adanya shoppe belanja jadi lebih mudah dan harganya pun jauh lebih murah.tidak takut kena tipu2 karna jika barang tidak sesuai dapat dikembalikan dengan proses mudah dan cepat . sukses terus buat shoppe👍🏻❤️,hallo semua aku pelanggan setia shoppesenang sekali dengan adanya shoppe belanja jadi lebih mudah dan harganya pun jauh lebih murahtidak takut kena tipu2 karna jika barang tidak sesuai dapat dikembalikan dengan proses mudah dan cepat sukses terus buat shoppe, hallo semua aku pelanggan setia shoppesenang sekali dengan adanya shoppe belanja jadi lebih mudah dan harganya pun jauh lebih murahtidak takut kena tipu2 karna jika barang tidak sesuai dapat dikembalikan dengan proses mudah dan cepat sukses terus buat shoppe , hallo semua aku pelanggan setia shoppesenang sekali adanya shoppe belanja jadi mudah harganya jauh murahtidak takut kena tipu2 karna barang sesuai dikembalikan proses mudah cepat sukses terus buat shoppe ,"['hallo', 'semua', 'aku', 'pelanggan', 'setia', 'shoppesenang', 'sekali', 'adanya', 'shoppe', 'belanja', 'jadi', 'mudah', 'harganya', 'jauh', 'murahtidak', 'takut', 'kena', 'tipu2', 'karna', 'barang', 'sesuai', 'dikembalikan', 'proses', 'mudah', 'cepat', 'sukses', 'terus', 'buat', 'shoppe']",hallo semua aku langgan setia shoppesenang sekali ada shoppe belanja jadi mudah harga jauh murahtidak takut kena tipu2 karna barang sesuai kembali proses mudah cepat sukses terus buat shoppe
negatif,sering los koneksi buka langsung video,sering los koneksi buka langsung video, sering los koneksi buka langsung video , sering los koneksi buka langsung video ,"['sering', 'los', 'koneksi', 'buka', 'langsung', 'video']",sering los koneksi buka langsung video
netral,"lumayan sekarang paket di shopee lebih di perhatikan kembali,buat kurir yg kirim bantu kabari buyer nya dong,biar tau paket ya Samapi jam berapa klo bisa via WA,jadi kami buyer/pemesan tau kapan paket ya terkirim jam berapa sampai nya",lumayan sekarang paket di shopee lebih di perhatikan kembalibuat kurir yg kirim bantu kabari buyer nya dongbiar tau paket ya samapi jam berapa klo bisa via wajadi kami buyerpemesan tau kapan paket ya terkirim jam berapa sampai nya, lumayan sekarang paket di shopee lebih di perhatikan kembalibuat kurir yang kirim bantu kabari buyer nya dongbiar tau paket ya samapi jam berapa klo bisa via wajadi kami buyerpemesan tau kapan paket ya terkirim jam berapa sampai nya , lumayan sekarang paket shopee di perhatikan kembalibuat kurir kirim bantu kabari buyer nya dongbiar tau paket samapi jam berapa klo via wajadi buyerpemesan tau kapan paket terkirim jam berapa nya ,"['lumayan', 'sekarang', 'paket', 'shopee', 'di', 'perhatikan', 'kembalibuat', 'kurir', 'kirim', 'bantu', 'kabari', 'buyer', 'nya', 'dongbiar', 'tau', 'paket', 'samapi', 'jam', 'berapa', 'klo', 'via', 'wajadi', 'buyerpemesan', 'tau', 'kapan', 'paket', 'terkirim', 'jam', 'berapa', 'nya']",lumayan sekarang paket shopee di perhati kembalibuat kurir kirim bantu kabar buyer nya dongbiar tau paket samapi jam berapa klo via wajadi buyerpemesan tau kapan paket kirim jam berapa nya
positif,pengiriman dengan kondisi barang terbaik,pengiriman dengan kondisi barang terbaik, pengiriman dengan kondisi barang terbaik , pengiriman kondisi barang terbaik ,"['pengiriman', 'kondisi', 'barang', 'terbaik']",kirim kondisi barang baik
positif,oke cocok,oke cocok, oke cocok , oke cocok ,"['oke', 'cocok']",oke cocok
positif,belanja di shopee sangat memuaskan.Terimakasih shopee,belanja di shopee sangat memuaskanterimakasih shopee, belanja di shopee sangat memuaskanterimakasih shopee , belanja shopee memuaskanterimakasih shopee ,"['belanja', 'shopee', 'memuaskanterimakasih', 'shopee']",belanja shopee memuaskanterimakasih shopee
positif,Bagus untuk di gunakan,bagus untuk di gunakan, bagus untuk di gunakan , bagus di gunakan ,"['bagus', 'di', 'gunakan']",bagus di guna
positif,"suka banget , cuma belum bisa pakai spaylater",suka banget cuma belum bisa pakai spaylater, suka banget cuma belum bisa pakai spaylater , suka banget cuma bisa pakai spaylater ,"['suka', 'banget', 'cuma', 'bisa', 'pakai', 'spaylater']",suka banget cuma bisa pakai spaylater
netral,Deskripsikan pengalaman Anda(opsional),deskripsikan pengalaman andaopsional, deskripsikan pengalaman andaopsional , deskripsikan pengalaman andaopsional ,"['deskripsikan', 'pengalaman', 'andaopsional']",deskripsi alam andaopsional
negatif,kenapa tidak bisa buat cod,kenapa tidak bisa buat cod, kenapa tidak bisa buat cod , tidak buat cod ,"['tidak', 'buat', 'cod']",tidak buat cod
positif,memudahkan untuk belanja ..dan berharap shoope tetep konsisten untuk melayani pelanggan,memudahkan untuk belanja dan berharap shoope tetep konsisten untuk melayani pelanggan, memudahkan untuk belanja dan berharap shoope tetep konsisten untuk melayani pelanggan , memudahkan belanja berharap shoope tetep konsisten melayani pelanggan ,"['memudahkan', 'belanja', 'berharap', 'shoope', 'tetep', 'konsisten', 'melayani', 'pelanggan']",mudah belanja harap shoope tetep konsisten layan langgan
negatif,"Please... kalau buka aplikasi shopee pertama kali jangan langsung ke video, aplikasi jadinya lemot. Mau ke beranda aja berat 🙏🙏🙏 Ini aplikasi sudah saya update event 9.9 malah tidak bisa buka beranda",please kalau buka aplikasi shopee pertama kali jangan langsung ke video aplikasi jadinya lemot mau ke beranda aja berat ini aplikasi sudah saya update event 99 malah tidak bisa buka beranda, please kalau buka aplikasi shopee pertama kali jangan langsung ke video aplikasi jadinya lemot mau ke beranda aja berat ini aplikasi sudah saya update event 99 malah tidak bisa buka beranda , please buka aplikasi shopee pertama kali jangan langsung video aplikasi jadinya lemot mau beranda aja berat aplikasi saya update event 99 malah bisa buka beranda ,"['please', 'buka', 'aplikasi', 'shopee', 'pertama', 'kali', 'jangan', 'langsung', 'video', 'aplikasi', 'jadinya', 'lemot', 'mau', 'beranda', 'aja', 'berat', 'aplikasi', 'saya', 'update', 'event', '99', 'malah', 'bisa', 'buka', 'beranda']",please buka aplikasi shopee pertama kali jangan langsung video aplikasi jadi lot mau beranda aja berat aplikasi saya update event 99 malah bisa buka beranda
netral,👍,,  ,  ,[],
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,bagus dan bermanfaat banget untuk kaum rebahan seperti saya,bagus dan bermanfaat banget untuk kaum rebahan seperti saya, bagus dan bermanfaat banget untuk kaum rebahan seperti saya , bagus bermanfaat banget kaum rebahan saya ,"['bagus', 'bermanfaat', 'banget', 'kaum', 'rebahan', 'saya']",bagus manfaat banget kaum rebah saya
positif,murah dan gratis ongkir,murah dan gratis ongkir, murah dan gratis ongkir , murah gratis ongkir ,"['murah', 'gratis', 'ongkir']",murah gratis ongkir
positif,Alhamdulillah semenjak ada shopee saya gk pernah belanja kemana mana selain ke shopee trima kasih banyak shopee smg semakin sukses & maju kedepannya 🤲🙏jujur sy gk pernah kecewa klo belanja di shopee ini malahan saya semakin senang karna harganya terjangkau dan murah lg 👍👍🤗🤗🤗,alhamdulillah semenjak ada shopee saya gk pernah belanja kemana mana selain ke shopee trima kasih banyak shopee smg semakin sukses maju kedepannya jujur sy gk pernah kecewa klo belanja di shopee ini malahan saya semakin senang karna harganya terjangkau dan murah lg, alhamdulillah semenjak ada shopee saya gk pernah belanja kemana mana selain ke shopee trima kasih banyak shopee smg semakin sukses maju kedepannya jujur sy gk pernah kecewa klo belanja di shopee ini malahan saya semakin senang karna harganya terjangkau dan murah lg , alhamdulillah semenjak shopee gk pernah belanja mana ke shopee trima kasih shopee smg semakin sukses maju kedepannya jujur sy gk pernah kecewa klo belanja shopee malahan semakin senang karna harganya terjangkau murah lg ,"['alhamdulillah', 'semenjak', 'shopee', 'gk', 'pernah', 'belanja', 'mana', 'ke', 'shopee', 'trima', 'kasih', 'shopee', 'smg', 'semakin', 'sukses', 'maju', 'kedepannya', 'jujur', 'sy', 'gk', 'pernah', 'kecewa', 'klo', 'belanja', 'shopee', 'malahan', 'semakin', 'senang', 'karna', 'harganya', 'terjangkau', 'murah', 'lg']",alhamdulillah semenjak shopee gk pernah belanja mana ke shopee trima kasih shopee smg makin sukses maju depan jujur sy gk pernah kecewa klo belanja shopee malah makin senang karna harga jangkau murah lg
netral,𝒔𝒉𝒐𝒑𝒆𝒆 𝒌𝒓𝒆𝒏 𝒃𝒏𝒈𝒕,,  ,  ,[],
positif,sangat membantu,sangat membantu, sangat membantu , membantu ,['membantu'],bantu
positif,sangat menguntungkan,sangat menguntungkan, sangat menguntungkan , menguntungkan ,['menguntungkan'],untung
positif,apk terbaik sampai dengan saat ini,apk terbaik sampai dengan saat ini, apk terbaik sampai dengan saat ini , apk terbaik dengan ini ,"['apk', 'terbaik', 'dengan', 'ini']",apk baik dengan ini
positif,ketika saya complan barang shope menyelesaikannya dengan cepat tanpa ribet dan berbelit pokoknya shope yg terbaik saya akan terus memakainya.,ketika saya complan barang shope menyelesaikannya dengan cepat tanpa ribet dan berbelit pokoknya shope yg terbaik saya akan terus memakainya, ketika saya complan barang shope menyelesaikannya dengan cepat tanpa ribet dan berbelit pokoknya shope yang terbaik saya akan terus memakainya , complan barang shope menyelesaikannya cepat ribet berbelit pokoknya shope terbaik saya akan terus memakainya ,"['complan', 'barang', 'shope', 'menyelesaikannya', 'cepat', 'ribet', 'berbelit', 'pokoknya', 'shope', 'terbaik', 'saya', 'akan', 'terus', 'memakainya']",complan barang shope selesai cepat ribet belit pokok shope baik saya akan terus maka
positif,"mantap lah,oke banget",mantap lahoke banget, mantap lahoke banget , mantap lahoke banget ,"['mantap', 'lahoke', 'banget']",mantap lahoke banget
positif,Bagus no pokonya 🤣,bagus no pokonya, bagus no pokonya , bagus no pokonya ,"['bagus', 'no', 'pokonya']",bagus no poko
negatif,bisa ga sih GX usah nampilin iklan,bisa ga sih gx usah nampilin iklan, bisa tidak sih gx usah nampilin iklan , tidak sih gx usah nampilin iklan ,"['tidak', 'sih', 'gx', 'usah', 'nampilin', 'iklan']",tidak sih gx usah nampilin iklan
positif,aplikasi nya sangat bagus,aplikasi nya sangat bagus, aplikasi nya sangat bagus , aplikasi nya bagus ,"['aplikasi', 'nya', 'bagus']",aplikasi nya bagus
positif,baru kali pertama...top markotop,baru kali pertamatop markotop, baru kali pertamatop markotop , kali pertamatop markotop ,"['kali', 'pertamatop', 'markotop']",kali pertamatop markotop
positif,harapnya Shopie lebih maju dan lebih terbaik lagi,harapnya shopie lebih maju dan lebih terbaik lagi, harapnya shopie lebih maju dan lebih terbaik lagi , harapnya shopie maju lebih terbaik ,"['harapnya', 'shopie', 'maju', 'lebih', 'terbaik']",harap shopie maju lebih baik
negatif,tiba tiba paylater sama spinjam menghilang dari line,tiba tiba paylater sama spinjam menghilang dari line, tiba tiba paylater sama spinjam menghilang dari line , tiba tiba paylater sama spinjam menghilang line ,"['tiba', 'tiba', 'paylater', 'sama', 'spinjam', 'menghilang', 'line']",tiba tiba paylater sama spinjam hilang line
positif,ok,ok, ok , ,[],
positif,Bagus lah,bagus lah, bagus lah , bagus lah ,"['bagus', 'lah']",bagus lah
negatif,kenapa akun paylater di bekukan terus menerus padahal sudah lama sekali dan sudah di bayar lunas tolong di bantu 🙏 apa bisa di buka pembekuan nya atau saya yg harus mengganti akun yg baru lgi min 🙏,kenapa akun paylater di bekukan terus menerus padahal sudah lama sekali dan sudah di bayar lunas tolong di bantu apa bisa di buka pembekuan nya atau saya yg harus mengganti akun yg baru lgi min, kenapa akun paylater di bekukan terus menerus padahal sudah lama sekali dan sudah di bayar lunas tolong di bantu apa bisa di buka pembekuan nya atau saya yang harus mengganti akun yang baru lgi min , akun paylater bekukan terus menerus padahal lama sekali sudah bayar lunas bantu bisa di buka pembekuan nya saya harus mengganti akun baru lgi min ,"['akun', 'paylater', 'bekukan', 'terus', 'menerus', 'padahal', 'lama', 'sekali', 'sudah', 'bayar', 'lunas', 'bantu', 'bisa', 'di', 'buka', 'pembekuan', 'nya', 'saya', 'harus', 'mengganti', 'akun', 'baru', 'lgi', 'min']",akun paylater beku terus terus padahal lama sekali sudah bayar lunas bantu bisa di buka beku nya saya harus ganti akun baru lgi min
positif,Aplikasi sangat bagus tapi sering sering kasih diskon ya biar pelanggan lebih semangat untuk belanja,aplikasi sangat bagus tapi sering sering kasih diskon ya biar pelanggan lebih semangat untuk belanja, aplikasi sangat bagus tapi sering sering kasih diskon ya biar pelanggan lebih semangat untuk belanja , aplikasi bagus sering sering kasih diskon biar pelanggan semangat belanja ,"['aplikasi', 'bagus', 'sering', 'sering', 'kasih', 'diskon', 'biar', 'pelanggan', 'semangat', 'belanja']",aplikasi bagus sering sering kasih diskon biar langgan semangat belanja
positif,sangat bagus dan pengiriman nya cepat,sangat bagus dan pengiriman nya cepat, sangat bagus dan pengiriman nya cepat , bagus pengiriman nya cepat ,"['bagus', 'pengiriman', 'nya', 'cepat']",bagus kirim nya cepat
positif,oke bgt,oke bgt, oke bgt , oke bgt ,"['oke', 'bgt']",oke bgt
positif,"Suka belanja karena gratis ongkir untuk pembelian yang sudah ditentukan, terlebih apa aja ada di shopee, pokoknya lengkap. Suka❤",suka belanja karena gratis ongkir untuk pembelian yang sudah ditentukan terlebih apa aja ada di shopee pokoknya lengkap suka, suka belanja karena gratis ongkir untuk pembelian yang sudah ditentukan terlebih apa aja ada di shopee pokoknya lengkap suka , suka belanja gratis ongkir pembelian sudah ditentukan terlebih aja di shopee pokoknya lengkap suka ,"['suka', 'belanja', 'gratis', 'ongkir', 'pembelian', 'sudah', 'ditentukan', 'terlebih', 'aja', 'di', 'shopee', 'pokoknya', 'lengkap', 'suka']",suka belanja gratis ongkir beli sudah tentu lebih aja di shopee pokok lengkap suka
positif,"pengiriman aman & cepat, terima kasih",pengiriman aman cepat terima kasih, pengiriman aman cepat terima kasih , pengiriman aman cepat terima kasih ,"['pengiriman', 'aman', 'cepat', 'terima', 'kasih']",kirim aman cepat terima kasih
positif,sippppp lh,sippppp lh, sippppp lh , sippppp lh ,"['sippppp', 'lh']",sippppp lh
positif,shopee memang keren tolong banyakin promonya sama voucher juga,shopee memang keren tolong banyakin promonya sama voucher juga, shopee memang keren tolong banyakin promonya sama voucher juga , shopee memang keren banyakin promonya sama voucher ,"['shopee', 'memang', 'keren', 'banyakin', 'promonya', 'sama', 'voucher']",shopee memang keren banyakin promonya sama voucher
