label,content,clean,norm,stop,token,stem
positif,good jobs seller🤗🤗🤗,good jobs seller, good jobs seller , good jobs seller ,"['good', 'jobs', 'seller']",good jobs seller
positif,keren,keren, keren , keren ,['keren'],keren
negatif,di aplikasi lazada banyak sekali para penjual yang menipu.. belinya apa yang di kirim barang apa sangat tidak amanah,di aplikasi lazada banyak sekali para penjual yang menipu belinya apa yang di kirim barang apa sangat tidak amanah, di aplikasi lazada banyak sekali para penjual yang menipu belinya apa yang di kirim barang apa sangat tidak amanah , aplikasi lazada sekali penjual menipu belinya yang kirim barang sangat amanah ,"['aplikasi', 'lazada', 'sekali', 'penjual', 'menipu', 'belinya', 'yang', 'kirim', 'barang', 'sangat', 'amanah']",aplikasi lazada sekali jual tipu beli yang kirim barang sangat amanah
negatif,udah selesai di download aplikasinya tapi nggak bisa masuk,udah selesai di download aplikasinya tapi nggak bisa masuk, udah selesai di download aplikasinya tapi tidak bisa masuk , udah selesai download aplikasinya tidak masuk ,"['udah', 'selesai', 'download', 'aplikasinya', 'tidak', 'masuk']",udah selesai download aplikasi tidak masuk
positif,"Aplikasinya sangat bagus, dan mudah di gunakan semenjak ada aplikasi lazada belanja jadi mudah tapi tolong di perbagus lagi yaa terima kasih🙏🙏🙏🙏💪",aplikasinya sangat bagus dan mudah di gunakan semenjak ada aplikasi lazada belanja jadi mudah tapi tolong di perbagus lagi yaa terima kasih, aplikasinya sangat bagus dan mudah di gunakan semenjak ada aplikasi lazada belanja jadi mudah tapi tolong di perbagus lagi yaa terima kasih , aplikasinya bagus mudah gunakan semenjak aplikasi lazada belanja jadi mudah tolong perbagus yaa terima kasih ,"['aplikasinya', 'bagus', 'mudah', 'gunakan', 'semenjak', 'aplikasi', 'lazada', 'belanja', 'jadi', 'mudah', 'tolong', 'perbagus', 'yaa', 'terima', 'kasih']",aplikasi bagus mudah guna semenjak aplikasi lazada belanja jadi mudah tolong bagus yaa terima kasih
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
negatif,tolong pihak lazada ..itu yg mengatasnamakan kurir ninja banyak penipuan.. kita di telpon telpon..dengan alasan paket sy salah kirim ke alamat lain..padahal mau nipu,tolong pihak lazada itu yg mengatasnamakan kurir ninja banyak penipuan kita di telpon telpondengan alasan paket sy salah kirim ke alamat lainpadahal mau nipu, tolong pihak lazada itu yang mengatasnamakan kurir ninja banyak penipuan kita di telpon telpondengan alasan paket sy salah kirim ke alamat lainpadahal mau nipu , pihak lazada yang mengatasnamakan kurir ninja penipuan di telpon telpondengan alasan paket sy salah kirim alamat lainpadahal mau nipu ,"['pihak', 'lazada', 'yang', 'mengatasnamakan', 'kurir', 'ninja', 'penipuan', 'di', 'telpon', 'telpondengan', 'alasan', 'paket', 'sy', 'salah', 'kirim', 'alamat', 'lainpadahal', 'mau', 'nipu']",pihak lazada yang mengatasnamakan kurir ninja tipu di telpon telpondengan alas paket sy salah kirim alamat lainpadahal mau nipu
positif,"mantap lazada cara pengirimannya cepat dan barang yang kita pesan, sesuai dengan harapan",mantap lazada cara pengirimannya cepat dan barang yang kita pesan sesuai dengan harapan, mantap lazada cara pengirimannya cepat dan barang yang kita pesan sesuai dengan harapan , mantap lazada cara pengirimannya cepat barang kita pesan sesuai harapan ,"['mantap', 'lazada', 'cara', 'pengirimannya', 'cepat', 'barang', 'kita', 'pesan', 'sesuai', 'harapan']",mantap lazada cara kirim cepat barang kita pesan sesuai harap
netral,pengguna baru,pengguna baru, pengguna baru , pengguna ,['pengguna'],guna
negatif,"payah banget sekarang voucher gak bisa di gunakan+susah banget di pakai,udah gitu banyak banget persyaratan,dan ongkir juga mahal banget,bahkan jauh lebih mahal dari harga barang,mending yg dulu ketimbang yg sekarang,yg sekarang tuh PAYAH BANGETT!!!",payah banget sekarang voucher gak bisa di gunakansusah banget di pakaiudah gitu banyak banget persyaratandan ongkir juga mahal bangetbahkan jauh lebih mahal dari harga barangmending yg dulu ketimbang yg sekarangyg sekarang tuh payah bangett, payah banget sekarang voucher tidak bisa di gunakansusah banget di pakaiudah gitu banyak banget persyaratandan ongkir juga mahal bangetbahkan jauh lebih mahal dari harga barangmending yang dulu ketimbang yang sekarangyg sekarang tuh payah bangett , payah banget sekarang voucher bisa gunakansusah banget pakaiudah gitu banget persyaratandan ongkir mahal bangetbahkan jauh mahal harga barangmending dulu ketimbang sekarangyg sekarang tuh payah bangett ,"['payah', 'banget', 'sekarang', 'voucher', 'bisa', 'gunakansusah', 'banget', 'pakaiudah', 'gitu', 'banget', 'persyaratandan', 'ongkir', 'mahal', 'bangetbahkan', 'jauh', 'mahal', 'harga', 'barangmending', 'dulu', 'ketimbang', 'sekarangyg', 'sekarang', 'tuh', 'payah', 'bangett']",payah banget sekarang voucher bisa gunakansusah banget pakaiudah gitu banget persyaratandan ongkir mahal bangetbahkan jauh mahal harga barangmending dulu ketimbang sekarangyg sekarang tuh payah bangett
positif,sangat membantu,sangat membantu, sangat membantu , membantu ,['membantu'],bantu
netral,aku percaya,aku percaya, aku percaya , aku percaya ,"['aku', 'percaya']",aku percaya
positif,good job,good job, good job , good job ,"['good', 'job']",good job
positif,okok,okok, okok , okok ,['okok'],okok
negatif,pengiriman nya agak lambat,pengiriman nya agak lambat, pengiriman nya agak lambat , pengiriman nya lambat ,"['pengiriman', 'nya', 'lambat']",kirim nya lambat
positif,bagus sangat membantu,bagus sangat membantu, bagus sangat membantu , bagus membantu ,"['bagus', 'membantu']",bagus bantu
positif,mantab,mantab, mantab , mantab ,['mantab'],mantab
positif,ok mantap sering diskon,ok mantap sering diskon, ok mantap sering diskon , mantap sering diskon ,"['mantap', 'sering', 'diskon']",mantap sering diskon
positif,Game online Lazada Indonesia menjanjikan.,game online lazada indonesia menjanjikan, game online lazada indonesia menjanjikan , game online lazada indonesia menjanjikan ,"['game', 'online', 'lazada', 'indonesia', 'menjanjikan']",game online lazada indonesia janji
positif,sangat baikk,sangat baikk, sangat baikk , baikk ,['baikk'],baikk
negatif,lazada expedisinya jelekk kyak ninja van. jgn blanja dilazada lg banyak penipu,lazada expedisinya jelekk kyak ninja van jgn blanja dilazada lg banyak penipu, lazada expedisinya jelekk kyak ninja van jgn blanja dilazada lg banyak penipu , lazada expedisinya jelekk kyak ninja van jgn blanja dilazada lg penipu ,"['lazada', 'expedisinya', 'jelekk', 'kyak', 'ninja', 'van', 'jgn', 'blanja', 'dilazada', 'lg', 'penipu']",lazada expedisinya jelekk kyak ninja van jgn blanja dilazada lg tipu
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
positif,Terpercaya,terpercaya, terpercaya , terpercaya ,['terpercaya'],percaya
positif,bagus recomended,bagus recomended, bagus recomended , bagus recomended ,"['bagus', 'recomended']",bagus recomended
positif,aplikasinya mantap,aplikasinya mantap, aplikasinya mantap , aplikasinya mantap ,"['aplikasinya', 'mantap']",aplikasi mantap
netral,netral,netral, netral , netral ,['netral'],netral
negatif,"aturan pengaduan customer ke cs, customer harus angkat telfon dari pihak cs, aturan apa itu....????????",aturan pengaduan customer ke cs customer harus angkat telfon dari pihak cs aturan apa itu, aturan pengaduan customer ke cs customer harus angkat telfon dari pihak cs aturan apa itu , aturan pengaduan customer cs customer angkat telfon pihak cs aturan itu ,"['aturan', 'pengaduan', 'customer', 'cs', 'customer', 'angkat', 'telfon', 'pihak', 'cs', 'aturan', 'itu']",atur adu customer cs customer angkat telfon pihak cs atur itu
negatif,oke sekarang bintang 5+ tapi mohon tolong gratis ongkirnya kembalikan lagi saya mau belanja tapi ongkir nya mahal. terimakasih....,oke sekarang bintang 5 tapi mohon tolong gratis ongkirnya kembalikan lagi saya mau belanja tapi ongkir nya mahal terimakasih, oke sekarang bintang 5 tapi mohon tolong gratis ongkirnya kembalikan lagi saya mau belanja tapi ongkir nya mahal terimakasih , oke sekarang bintang 5 mohon gratis ongkirnya kembalikan saya mau belanja ongkir nya mahal terimakasih ,"['oke', 'sekarang', 'bintang', '5', 'mohon', 'gratis', 'ongkirnya', 'kembalikan', 'saya', 'mau', 'belanja', 'ongkir', 'nya', 'mahal', 'terimakasih']",oke sekarang bintang 5 mohon gratis ongkirnya kembali saya mau belanja ongkir nya mahal terimakasih
positif,TOP,top, top , top ,['top'],top
positif,puas,puas, puas , puas ,['puas'],puas
negatif,"percuma kumpulin point tapi gak bisa digunakan, karna harganya sama aja mahal2 juga. ditambah skrg gak ada gratis ongkir sama sekali. gak bisa pilih vouchernya tapi otomatis. gak banget dah mending toko oren masih ada gratis ongkirnya. malah makin mahal lazada padhal peminatnya gak banyak2 amat",percuma kumpulin point tapi gak bisa digunakan karna harganya sama aja mahal2 juga ditambah skrg gak ada gratis ongkir sama sekali gak bisa pilih vouchernya tapi otomatis gak banget dah mending toko oren masih ada gratis ongkirnya malah makin mahal lazada padhal peminatnya gak banyak2 amat, percuma kumpulin point tapi tidak bisa digunakan karna harganya sama aja mahal2 juga ditambah skrg tidak ada gratis ongkir sama sekali tidak bisa pilih vouchernya tapi otomatis tidak banget dah mending toko oren masih ada gratis ongkirnya malah makin mahal lazada padhal peminatnya tidak banyak2 amat , percuma kumpulin point digunakan karna harganya sama aja mahal2 ditambah skrg ada gratis ongkir sama sekali bisa pilih vouchernya otomatis banget dah mending toko oren ada gratis ongkirnya malah makin mahal lazada padhal peminatnya tidak banyak2 ,"['percuma', 'kumpulin', 'point', 'digunakan', 'karna', 'harganya', 'sama', 'aja', 'mahal2', 'ditambah', 'skrg', 'ada', 'gratis', 'ongkir', 'sama', 'sekali', 'bisa', 'pilih', 'vouchernya', 'otomatis', 'banget', 'dah', 'mending', 'toko', 'oren', 'ada', 'gratis', 'ongkirnya', 'malah', 'makin', 'mahal', 'lazada', 'padhal', 'peminatnya', 'tidak', 'banyak2']",percuma kumpulin point guna karna harga sama aja mahal2 tambah skrg ada gratis ongkir sama sekali bisa pilih vouchernya otomatis banget dah mending toko oren ada gratis ongkirnya malah makin mahal lazada padhal minat tidak banyak2
netral,sya coba dulu,sya coba dulu, sya coba dulu , sya coba dulu ,"['sya', 'coba', 'dulu']",sya coba dulu
positif,slalu terdepan... keren sangatttt,slalu terdepan keren sangatttt, slalu terdepan keren sangatttt , slalu terdepan keren sangatttt ,"['slalu', 'terdepan', 'keren', 'sangatttt']",slalu depan keren sangatttt
positif,Bagus aplikasiny dari aku Masi zaman SMA suka sering belanja buat peralatan sekolhku smpai sekarang smuanya bagus tp mhon yg jualannya menipu agar diban akun penjualny soalny saya pernah ditipu beli kepala dan kabel data charger di lazada pas dipake malah meledak jdi korslet listrikku itu sangat bahaya harap ditindak lanjut penjual yg menipu karna ad kecurangan,bagus aplikasiny dari aku masi zaman sma suka sering belanja buat peralatan sekolhku smpai sekarang smuanya bagus tp mhon yg jualannya menipu agar diban akun penjualny soalny saya pernah ditipu beli kepala dan kabel data charger di lazada pas dipake malah meledak jdi korslet listrikku itu sangat bahaya harap ditindak lanjut penjual yg menipu karna ad kecurangan, bagus aplikasiny dari aku masi zaman sma suka sering belanja buat peralatan sekolhku smpai sekarang smuanya bagus tp mhon yang jualannya menipu agar diban akun penjualny soalny saya pernah ditipu beli kepala dan kabel data charger di lazada pas dipake malah meledak jdi korslet listrikku itu sangat bahaya harap ditindak lanjut penjual yang menipu karna ad kecurangan , bagus aplikasiny aku masi zaman sma suka sering belanja buat peralatan sekolhku smpai sekarang smuanya bagus tp mhon jualannya menipu diban akun penjualny soalny pernah ditipu beli kepala kabel data charger lazada pas dipake malah meledak jdi korslet listrikku sangat bahaya harap ditindak lanjut penjual menipu karna ad kecurangan ,"['bagus', 'aplikasiny', 'aku', 'masi', 'zaman', 'sma', 'suka', 'sering', 'belanja', 'buat', 'peralatan', 'sekolhku', 'smpai', 'sekarang', 'smuanya', 'bagus', 'tp', 'mhon', 'jualannya', 'menipu', 'diban', 'akun', 'penjualny', 'soalny', 'pernah', 'ditipu', 'beli', 'kepala', 'kabel', 'data', 'charger', 'lazada', 'pas', 'dipake', 'malah', 'meledak', 'jdi', 'korslet', 'listrikku', 'sangat', 'bahaya', 'harap', 'ditindak', 'lanjut', 'penjual', 'menipu', 'karna', 'ad', 'kecurangan']",bagus aplikasiny aku mas zaman sma suka sering belanja buat alat sekolhku smpai sekarang smuanya bagus tp mhon jual tipu ban akun penjualny soalny pernah tipu beli kepala kabel data charger lazada pas dipake malah ledak jdi korslet listrik sangat bahaya harap tindak lanjut jual tipu karna ad curang
positif,saya suka blnja dilazada,saya suka blnja dilazada, saya suka blnja dilazada , suka blnja dilazada ,"['suka', 'blnja', 'dilazada']",suka blnja dilazada
positif,aman dapat dipercaya,aman dapat dipercaya, aman dapat dipercaya , aman dipercaya ,"['aman', 'dipercaya']",aman percaya
positif,oke,oke, oke , oke ,['oke'],oke
negatif,"hay lazada ,, sekarang koin lazada jadi susah di pakai karana hampir gax ada potongan koin cuman 1% sampai 25% jadi gax ke pakai tuh koin nya ,, apakah ituh di atur lazada ataw di atur penjual ( seller )",hay lazada sekarang koin lazada jadi susah di pakai karana hampir gax ada potongan koin cuman 1 sampai 25 jadi gax ke pakai tuh koin nya apakah ituh di atur lazada ataw di atur penjual seller, hay lazada sekarang koin lazada jadi susah di pakai karana hampir gax ada potongan koin cuman 1 sampai 25 jadi gax ke pakai tuh koin nya apakah ituh di atur lazada ataw di atur penjual seller , hay lazada sekarang koin lazada jadi susah pakai karana hampir gax potongan koin cuman 1 25 jadi gax pakai tuh koin nya ituh atur lazada ataw atur penjual seller ,"['hay', 'lazada', 'sekarang', 'koin', 'lazada', 'jadi', 'susah', 'pakai', 'karana', 'hampir', 'gax', 'potongan', 'koin', 'cuman', '1', '25', 'jadi', 'gax', 'pakai', 'tuh', 'koin', 'nya', 'ituh', 'atur', 'lazada', 'ataw', 'atur', 'penjual', 'seller']",hay lazada sekarang koin lazada jadi susah pakai karana hampir gax potong koin cuman 1 25 jadi gax pakai tuh koin nya ituh atur lazada ataw atur jual seller
positif,baik,baik, baik , ,[],
negatif,"toko tokonya banyak yg tidak amanah, untuk lebih baiknya tk dicek dulu jangan asal masuk, kasian tk2 yg amanah",toko tokonya banyak yg tidak amanah untuk lebih baiknya tk dicek dulu jangan asal masuk kasian tk2 yg amanah, toko tokonya banyak yang tidak amanah untuk lebih baiknya tk dicek dulu jangan asal masuk kasian tk2 yang amanah , toko tokonya amanah lebih baiknya tk dicek dulu jangan asal masuk kasian tk2 yang amanah ,"['toko', 'tokonya', 'amanah', 'lebih', 'baiknya', 'tk', 'dicek', 'dulu', 'jangan', 'asal', 'masuk', 'kasian', 'tk2', 'yang', 'amanah']",toko toko amanah lebih baik tk cek dulu jangan asal masuk kasi tk2 yang amanah
negatif,ga sesuai iklan katanya gratis ongkir kenyataannya tetap bayar ongkir,ga sesuai iklan katanya gratis ongkir kenyataannya tetap bayar ongkir, tidak sesuai iklan katanya gratis ongkir kenyataannya tetap bayar ongkir , sesuai iklan katanya gratis ongkir kenyataannya tetap bayar ongkir ,"['sesuai', 'iklan', 'katanya', 'gratis', 'ongkir', 'kenyataannya', 'tetap', 'bayar', 'ongkir']",sesuai iklan kata gratis ongkir nyata tetap bayar ongkir
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,Lazada kok sekarang 💩 ya. Udah kaya pemerintah aj yg selalu berpihak kepada orang yg berduit. Ngasih voucher & gratis ongkir aj syarat belanjanya bwt orang2 yg berduit doank. Minimal belanja 200rb. Udah kaya Anjg SriMul nih Lazada. Ikut2an mencekik rakyat kecil,lazada kok sekarang ya udah kaya pemerintah aj yg selalu berpihak kepada orang yg berduit ngasih voucher gratis ongkir aj syarat belanjanya bwt orang2 yg berduit doank minimal belanja 200rb udah kaya anjg srimul nih lazada ikut2an mencekik rakyat kecil, lazada kok sekarang ya udah kaya pemerintah aj yang selalu berpihak kepada orang yang berduit ngasih voucher gratis ongkir aj syarat belanjanya bwt orang2 yang berduit doank minimal belanja 200rb udah kaya anjg srimul nih lazada ikut2an mencekik rakyat kecil , lazada kok sekarang udah kaya pemerintah aj selalu berpihak orang berduit ngasih voucher gratis ongkir aj syarat belanjanya bwt orang2 berduit doank minimal belanja 200rb udah kaya anjg srimul nih lazada ikut2an mencekik rakyat kecil ,"['lazada', 'kok', 'sekarang', 'udah', 'kaya', 'pemerintah', 'aj', 'selalu', 'berpihak', 'orang', 'berduit', 'ngasih', 'voucher', 'gratis', 'ongkir', 'aj', 'syarat', 'belanjanya', 'bwt', 'orang2', 'berduit', 'doank', 'minimal', 'belanja', '200rb', 'udah', 'kaya', 'anjg', 'srimul', 'nih', 'lazada', 'ikut2an', 'mencekik', 'rakyat', 'kecil']",lazada kok sekarang udah kaya perintah aj selalu pihak orang duit ngasih voucher gratis ongkir aj syarat belanja bwt orang2 duit doank minimal belanja 200rb udah kaya anjg srimul nih lazada ikut2an cekik rakyat kecil
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,bagus semua nya,bagus semua nya, bagus semua nya , bagus semua nya ,"['bagus', 'semua', 'nya']",bagus semua nya
positif,good job,good job, good job , good job ,"['good', 'job']",good job
positif,ok.. tepat worth it😊,ok tepat worth it, ok tepat worth it , tepat worth it ,"['tepat', 'worth', 'it']",tepat worth it
negatif,"Ada apa dengan lazada sekarang gambarnya gak pada kebuka padahal jaringan bagus,,,, lebih parah lagih sih ni lazada sistem keamanan nyah kurang baik kayanya soal nyah saya pernah ketipu,, ya pokonya hati hati kalo beli mending bayar di tempat daripada di tf,,, tolong di perbaiki lagih lazada sistem keamanan nyah terimakasih",ada apa dengan lazada sekarang gambarnya gak pada kebuka padahal jaringan bagus lebih parah lagih sih ni lazada sistem keamanan nyah kurang baik kayanya soal nyah saya pernah ketipu ya pokonya hati hati kalo beli mending bayar di tempat daripada di tf tolong di perbaiki lagih lazada sistem keamanan nyah terimakasih, ada apa dengan lazada sekarang gambarnya tidak pada kebuka padahal jaringan bagus lebih parah lagih sih ni lazada sistem keamanan nyah kurang baik kayanya soal nyah saya pernah ketipu ya pokonya hati hati kalo beli mending bayar di tempat daripada di tf tolong di perbaiki lagih lazada sistem keamanan nyah terimakasih , apa lazada sekarang gambarnya pada kebuka padahal jaringan bagus parah lagih sih ni lazada sistem keamanan nyah kurang kayanya soal nyah pernah ketipu pokonya hati hati kalo beli mending bayar tempat di tf di perbaiki lagih lazada sistem keamanan nyah terimakasih ,"['apa', 'lazada', 'sekarang', 'gambarnya', 'pada', 'kebuka', 'padahal', 'jaringan', 'bagus', 'parah', 'lagih', 'sih', 'ni', 'lazada', 'sistem', 'keamanan', 'nyah', 'kurang', 'kayanya', 'soal', 'nyah', 'pernah', 'ketipu', 'pokonya', 'hati', 'hati', 'kalo', 'beli', 'mending', 'bayar', 'tempat', 'di', 'tf', 'di', 'perbaiki', 'lagih', 'lazada', 'sistem', 'keamanan', 'nyah', 'terimakasih']",apa lazada sekarang gambar pada buka padahal jaring bagus parah lagih sih ni lazada sistem aman nyah kurang kaya soal nyah pernah tipu poko hati hati kalo beli mending bayar tempat di tf di baik lagih lazada sistem aman nyah terimakasih
positif,aplikasi lazada bagus ! tingkat kan terus kwalitas barang yang murah dan berkualitas. serta gratis ongkir nya!! sehingga dpt mendukung efisiensi anggaran yang tepat sasaran. mendukung Indonesia maju berjuang tiada akhir! 🇲🇨❤️🙏,aplikasi lazada bagus tingkat kan terus kwalitas barang yang murah dan berkualitas serta gratis ongkir nya sehingga dpt mendukung efisiensi anggaran yang tepat sasaran mendukung indonesia maju berjuang tiada akhir, aplikasi lazada bagus tingkat kan terus kwalitas barang yang murah dan berkualitas serta gratis ongkir nya sehingga dpt mendukung efisiensi anggaran yang tepat sasaran mendukung indonesia maju berjuang tiada akhir , aplikasi lazada bagus tingkat kan terus kwalitas barang murah berkualitas gratis ongkir nya dpt mendukung efisiensi anggaran tepat sasaran mendukung indonesia maju berjuang tiada akhir ,"['aplikasi', 'lazada', 'bagus', 'tingkat', 'kan', 'terus', 'kwalitas', 'barang', 'murah', 'berkualitas', 'gratis', 'ongkir', 'nya', 'dpt', 'mendukung', 'efisiensi', 'anggaran', 'tepat', 'sasaran', 'mendukung', 'indonesia', 'maju', 'berjuang', 'tiada', 'akhir']",aplikasi lazada bagus tingkat kan terus kwalitas barang murah kualitas gratis ongkir nya dpt dukung efisiensi anggar tepat sasar dukung indonesia maju juang tiada akhir
positif,ok,ok, ok , ,[],
negatif,"Satu poin MINUS LAZADA dibanding Shopee, Proses pengembalian Dana Ribet, dan VERIFIKASI PENARIKAN DANA KE BANK/EWALET SANGAT LAMA...walaupun pengembalian dana dari seller sudah dikembalikan ke Dompet Lazada..",satu poin minus lazada dibanding shopee proses pengembalian dana ribet dan verifikasi penarikan dana ke bankewalet sangat lamawalaupun pengembalian dana dari seller sudah dikembalikan ke dompet lazada, satu poin minus lazada dibanding shopee proses pengembalian dana ribet dan verifikasi penarikan dana ke bankewalet sangat lamawalaupun pengembalian dana dari seller sudah dikembalikan ke dompet lazada , satu poin minus lazada dibanding shopee proses pengembalian dana ribet verifikasi penarikan dana bankewalet lamawalaupun pengembalian dana seller dikembalikan dompet lazada ,"['satu', 'poin', 'minus', 'lazada', 'dibanding', 'shopee', 'proses', 'pengembalian', 'dana', 'ribet', 'verifikasi', 'penarikan', 'dana', 'bankewalet', 'lamawalaupun', 'pengembalian', 'dana', 'seller', 'dikembalikan', 'dompet', 'lazada']",satu poin minus lazada banding shopee proses kembali dana ribet verifikasi tari dana bankewalet lamawalaupun kembali dana seller kembali dompet lazada
positif,goodss,goodss, goodss , goodss ,['goodss'],goodss
positif,mntab,mntab, mntab , mntab ,['mntab'],mntab
netral,cukup,cukup, cukup , cukup ,['cukup'],cukup
netral,alhamdulillah,alhamdulillah, alhamdulillah , alhamdulillah ,['alhamdulillah'],alhamdulillah
negatif,UNTUK PIHAK LAZADA YANG TERHORMAT. MOHON LEBIH BIJAK LAGI INI SUDAH KE 2 KALI NYA AKUN SAYA TERKUNCI. SAYA HANYA INGIN MENGECEK PESANAN SAYA DI LAZADA LALU MENDADAK SINYAL SAYA HILANG DAN SAYA KELUAR DARI APLIKASI BEBERAPA SAAT SAYA KEMBALI AKUN SAYA TERKUNCI. JADI UNTUK LEBIH SINGKAT NYA SAYA GA SUDI BERBELANJA DISINI LAGI LEBIH BAIK TOKO OREN!,untuk pihak lazada yang terhormat mohon lebih bijak lagi ini sudah ke 2 kali nya akun saya terkunci saya hanya ingin mengecek pesanan saya di lazada lalu mendadak sinyal saya hilang dan saya keluar dari aplikasi beberapa saat saya kembali akun saya terkunci jadi untuk lebih singkat nya saya ga sudi berbelanja disini lagi lebih baik toko oren, untuk pihak lazada yang terhormat mohon lebih bijak lagi ini sudah ke 2 kali nya akun saya terkunci saya hanya ingin mengecek pesanan saya di lazada lalu mendadak sinyal saya hilang dan saya keluar dari aplikasi beberapa saat saya kembali akun saya terkunci jadi untuk lebih singkat nya saya tidak sudi berbelanja disini lagi lebih baik toko oren , pihak lazada terhormat mohon bijak ini ke 2 kali nya akun terkunci hanya mengecek pesanan di lazada mendadak sinyal hilang keluar aplikasi saat kembali akun terkunci jadi lebih singkat nya saya tidak sudi berbelanja disini lebih toko oren ,"['pihak', 'lazada', 'terhormat', 'mohon', 'bijak', 'ini', 'ke', '2', 'kali', 'nya', 'akun', 'terkunci', 'hanya', 'mengecek', 'pesanan', 'di', 'lazada', 'mendadak', 'sinyal', 'hilang', 'keluar', 'aplikasi', 'saat', 'kembali', 'akun', 'terkunci', 'jadi', 'lebih', 'singkat', 'nya', 'saya', 'tidak', 'sudi', 'berbelanja', 'disini', 'lebih', 'toko', 'oren']",pihak lazada hormat mohon bijak ini ke 2 kali nya akun kunci hanya ecek pesan di lazada dadak sinyal hilang keluar aplikasi saat kembali akun kunci jadi lebih singkat nya saya tidak sudi belanja sini lebih toko oren
negatif,apk apaan masa gk bisa klaim vocer,apk apaan masa gk bisa klaim vocer, apk apaan masa gk bisa klaim vocer , apk masa gk klaim vocer ,"['apk', 'masa', 'gk', 'klaim', 'vocer']",apk masa gk klaim vocer
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,baik tapi tolong di koreksi yah ke tempat produksi suka ada yang kurang sesuai barng,baik tapi tolong di koreksi yah ke tempat produksi suka ada yang kurang sesuai barng, baik tapi tolong di koreksi yah ke tempat produksi suka ada yang kurang sesuai barng , tapi di koreksi yah tempat produksi suka yang kurang sesuai barng ,"['tapi', 'di', 'koreksi', 'yah', 'tempat', 'produksi', 'suka', 'yang', 'kurang', 'sesuai', 'barng']",tapi di koreksi yah tempat produksi suka yang kurang sesuai barng
positif,jjoossssssss,jjoossssssss, jjoossssssss , jjoossssssss ,['jjoossssssss'],jjoossssssss
positif,keerrrrreeennn,keerrrrreeennn, keerrrrreeennn , keerrrrreeennn ,['keerrrrreeennn'],keerrrrreeennn
netral,mohon dibuatkan modus gelap agar nyaman dimata,mohon dibuatkan modus gelap agar nyaman dimata, mohon dibuatkan modus gelap agar nyaman dimata , mohon dibuatkan modus gelap nyaman dimata ,"['mohon', 'dibuatkan', 'modus', 'gelap', 'nyaman', 'dimata']",mohon buat modus gelap nyaman mata
positif,Sangat membantu untuk keperluan kita,sangat membantu untuk keperluan kita, sangat membantu untuk keperluan kita , membantu keperluan ,"['membantu', 'keperluan']",bantu perlu
positif,selalau amanah,selalau amanah, selalau amanah , selalau amanah ,"['selalau', 'amanah']",lalau amanah
positif,good,good, good , good ,['good'],good
positif,good,good, good , good ,['good'],good
positif,"Produk yng dijual berkualitas, pengirman cepat...harga kompetitif",produk yng dijual berkualitas pengirman cepatharga kompetitif, produk yng dijual berkualitas pengirman cepatharga kompetitif , produk yng dijual berkualitas pengirman cepatharga kompetitif ,"['produk', 'yng', 'dijual', 'berkualitas', 'pengirman', 'cepatharga', 'kompetitif']",produk yng jual kualitas pengirman cepatharga kompetitif
netral,"akun saya ada di hp yang rusak tapi tali akun nya saya inget,tapi pas mau di buka akun nya akun lazada nya di kunci gimnq ya cara buka kunci nya",akun saya ada di hp yang rusak tapi tali akun nya saya ingettapi pas mau di buka akun nya akun lazada nya di kunci gimnq ya cara buka kunci nya, akun saya ada di hp yang rusak tapi tali akun nya saya ingettapi pas mau di buka akun nya akun lazada nya di kunci gimnq ya cara buka kunci nya , akun ada hp rusak tali akun nya ingettapi pas mau buka akun nya akun lazada nya kunci gimnq cara buka kunci nya ,"['akun', 'ada', 'hp', 'rusak', 'tali', 'akun', 'nya', 'ingettapi', 'pas', 'mau', 'buka', 'akun', 'nya', 'akun', 'lazada', 'nya', 'kunci', 'gimnq', 'cara', 'buka', 'kunci', 'nya']",akun ada hp rusak tali akun nya ingettapi pas mau buka akun nya akun lazada nya kunci gimnq cara buka kunci nya
positif,keren,keren, keren , keren ,['keren'],keren
negatif,"voucher gk bisa di pakai sama sekali, tolong lah lazada kalian udah untung kita juga mau untung, padahal udah memenuhi syarat tapi voucher tetep gk bisa di pakai",voucher gk bisa di pakai sama sekali tolong lah lazada kalian udah untung kita juga mau untung padahal udah memenuhi syarat tapi voucher tetep gk bisa di pakai, voucher gk bisa di pakai sama sekali tolong lah lazada kalian udah untung kita juga mau untung padahal udah memenuhi syarat tapi voucher tetep gk bisa di pakai , voucher gk di pakai sama sekali lah lazada udah untung juga mau untung padahal udah memenuhi syarat voucher tetep gk di pakai ,"['voucher', 'gk', 'di', 'pakai', 'sama', 'sekali', 'lah', 'lazada', 'udah', 'untung', 'juga', 'mau', 'untung', 'padahal', 'udah', 'memenuhi', 'syarat', 'voucher', 'tetep', 'gk', 'di', 'pakai']",voucher gk di pakai sama sekali lah lazada udah untung juga mau untung padahal udah penuh syarat voucher tetep gk di pakai
